DATA,Temperature,Humidity,Speed,Speed_Max,WindDirection(Degrees),Rain_Tot,Pressure,Radiation,Visibility_Avg,TimeSunRise,TimeSunSet
04/01/2020 23:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 00:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 01:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 02:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 03:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 04:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 05:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 06:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 07:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 08:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 09:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 10:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 11:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 12:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 13:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 14:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 15:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 16:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 17:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 18:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 19:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 20:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 21:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 22:00,null,null,null,null,null,null,null,null,null,,
05/01/2020 23:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 00:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 01:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 02:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 03:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 04:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 05:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 06:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 07:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 08:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 09:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 10:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 11:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 12:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 13:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 14:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 15:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 16:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 17:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 18:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 19:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 20:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 21:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 22:00,null,null,null,null,null,null,null,null,null,,
06/01/2020 23:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 00:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 01:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 02:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 03:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 04:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 05:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 06:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 07:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 08:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 09:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 10:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 11:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 12:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 13:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 14:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 15:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 16:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 17:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 18:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 19:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 20:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 21:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 22:00,null,null,null,null,null,null,null,null,null,,
07/01/2020 23:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 00:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 01:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 02:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 03:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 04:00,null,null,null,null,null,null,null,null,null,,
08/01/2020 05:00,5.41,74.65,2.589,4.89,353.6,0,813.166,-1.2,null,,
08/01/2020 06:00,5.59,77.03,2.446,4.69,3.3,0,813.086,-1.8,null,,
08/01/2020 07:00,5.42,79.34,2.44,4.37,8.8,0,813.33,-1.6,null,,
08/01/2020 08:00,6.17,79.64,2.837,5.47,33.4,0,813.589,20.8,null,,
08/01/2020 09:00,7.83,75.07,2.311,5.08,40.2,0,814.073,194.1,null,,
08/01/2020 10:00,10.16,64.71,1.698,4.94,107,0,814.257,417.5,null,,
08/01/2020 11:00,12.82,53.62,1.509,3.39,200.9,0,814.076,608.9,null,,
08/01/2020 12:00,15.45,44.96,1.763,3.59,205.7,0,813.224,746,null,,
08/01/2020 13:00,18.15,37.29,1.834,3.85,194.3,0,811.98,808.5,null,,
08/01/2020 14:00,20.08,28.44,1.949,4.8,192,0,810.776,798.3,null,,
08/01/2020 15:00,21.48,23.8,2.228,4.6,189.6,0,809.783,722.2,null,,
08/01/2020 16:00,22.17,23.02,2.266,4.62,174.7,0,809.135,518.9,null,,
08/01/2020 17:00,22.63,22.79,2.245,4.38,175.7,0,808.908,360.4,null,,
08/01/2020 18:00,22.03,24.42,1.955,4.64,189.6,0,808.984,118.2,null,,
08/01/2020 19:00,19.78,27.84,1.559,3.5,294.5,0,809.308,6.5,null,,
08/01/2020 20:00,18.51,30.2,1,2.84,351.8,0,809.706,-2.1,null,,
08/01/2020 21:00,16.58,34.73,2.321,3.58,43.9,0,810.397,-1.4,null,,
08/01/2020 22:00,15.58,39.02,2.248,4.51,22.2,0,810.836,-1.3,null,,
08/01/2020 23:00,14.19,43.53,2.537,3.54,10.6,0,811.175,-1.1,null,,
09/01/2020 00:00,12.65,48.86,2.784,3.74,0.5,0,811.147,-1.2,null,,
09/01/2020 01:00,12.15,51.67,2.892,3.61,9.1,0,811.09,-1.5,null,,
09/01/2020 02:00,11.77,54.38,3.049,4.66,13.3,0,810.609,-1.3,null,,
09/01/2020 03:00,10.09,58.98,3.437,4.97,358.6,0,809.879,-0.8,null,,
09/01/2020 04:00,9.55,60.59,3.26,4.19,358.2,0,809.691,-1.2,null,,
09/01/2020 05:00,9.67,60.05,3.361,4.46,16.4,0,809.826,-2,null,,
09/01/2020 06:00,9.07,62.92,2.83,3.91,19.2,0,810.049,-0.8,null,,
09/01/2020 07:00,8.57,64.94,2.024,3.3,27.3,0,810.465,-1.7,null,,
09/01/2020 08:00,7.85,66.95,2.293,3.91,7.4,0,810.882,20.4,null,,
09/01/2020 09:00,10.02,59.03,1.884,3.03,357.7,0,811.511,181.8,null,,
09/01/2020 10:00,14.1,47.31,1.212,2.78,177.7,0,811.801,402,null,,
09/01/2020 11:00,15.86,42.93,1.92,3.36,176,0,811.792,593.6,null,,
09/01/2020 12:00,18.13,37.5,2.171,5.55,168.6,0,811.401,722.6,null,,
09/01/2020 13:00,20.66,32.87,2.601,4.73,179.1,0,810.189,781,null,,
09/01/2020 14:00,22.53,28.83,2.509,5.98,181.8,0,809.023,773.1,null,,
09/01/2020 15:00,23.21,26.96,3.285,6.14,181.4,0,808.023,695.3,null,,
09/01/2020 16:00,24.1,25.03,3.529,7.62,208.8,0,807.582,539.7,null,,
09/01/2020 17:00,23.89,23.71,3.694,6.54,228.3,0,807.511,306.8,null,,
09/01/2020 18:00,22.77,24.97,3.146,5.68,213.7,0,807.409,132.2,null,,
09/01/2020 19:00,20.85,29.18,1.59,3.86,215.4,0,807.548,4.5,null,,
09/01/2020 20:00,19.6,32.36,0.702,1.64,24.2,0,807.828,-2.1,null,,
09/01/2020 21:00,18.23,35.1,1.496,2.46,41.6,0,808.085,-2.2,null,,
09/01/2020 22:00,16.44,39.13,2.659,3.64,13.8,0,808.212,-1.1,null,,
09/01/2020 23:00,15.38,41.7,2.012,3.3,52.9,0,809.043,-2,null,,
10/01/2020 00:00,14.18,45.39,1.715,2.67,21.3,0,809.082,-1.2,null,,
10/01/2020 01:00,13.06,47.87,2.542,3.29,3.1,0,808.938,-1.3,null,,
10/01/2020 02:00,13.54,47.01,2.122,3.61,16.7,0,808.985,-2.2,null,,
10/01/2020 03:00,12.05,52.48,1.607,3.14,332.4,0,808.94,-1.3,null,,
10/01/2020 04:00,12.63,54.47,0.508,3,220.8,0,808.807,-1.3,null,,
10/01/2020 05:00,12.12,57.53,0.869,1.59,95.7,0,808.778,-2,null,,
10/01/2020 06:00,11.5,60.28,0.793,1.99,127.2,0,808.848,-1.5,null,,
10/01/2020 07:00,10.88,62.23,0.683,1.28,180.3,0,809.397,-1.8,null,,
10/01/2020 08:00,12.05,60.06,1.179,2.02,131.1,0,809.971,19.4,null,,
10/01/2020 09:00,13.16,56.69,1.013,1.77,157.9,0,810.549,179.4,null,,
10/01/2020 10:00,14.9,51.96,1.626,2.67,170.9,0,811.244,405.6,null,,
10/01/2020 11:00,16.61,48.7,2.175,4.2,165.2,0,811.217,595.6,null,,
10/01/2020 12:00,19,43.3,4.751,10.58,227.9,0,810.511,734.5,null,,
10/01/2020 13:00,20.49,37.54,4.882,9.56,220.3,0,809.498,828,null,,
10/01/2020 14:00,21.19,34.69,5.051,11.06,211.8,0,808.439,776.7,null,,
10/01/2020 15:00,22.06,31.65,5.036,9.7,228.6,0,807.621,716.2,null,,
10/01/2020 16:00,22.68,30.36,4.963,9.21,245.6,0,807.135,548.4,null,,
10/01/2020 17:00,22.51,29.79,4.855,9.52,243.2,0,807.015,330.1,null,,
10/01/2020 18:00,22.14,25.13,4.976,8.62,258.2,0,807.157,138.2,null,,
10/01/2020 19:00,20.38,26.88,2.54,5.28,272,0,807.494,4.5,null,,
10/01/2020 20:00,18.83,29.62,1.28,2.14,302,0,807.999,-2,null,,
10/01/2020 21:00,18.2,28.65,1.066,2.48,253.8,0,808.634,-2.2,null,,
10/01/2020 22:00,16.53,32.82,1.716,3.34,166.8,0,809.022,-1.6,null,,
10/01/2020 23:00,15.82,32.97,1.536,2.55,152,0,809.263,-2.2,null,,
11/01/2020 00:00,15.14,33.44,1.228,2.52,17.5,0,809.403,-1.7,null,,
11/01/2020 01:00,15.42,34.92,1.103,2.46,68.9,0,809.413,-1.7,null,,
11/01/2020 02:00,15.28,41.66,0.794,1.93,17.4,0,809.474,-1.8,null,,
11/01/2020 03:00,14.54,44.99,1.336,3.39,285.5,0,809.201,-1.7,null,,
11/01/2020 04:00,12.82,49.07,2.104,3.59,29.6,0,808.987,-2.2,null,,
11/01/2020 05:00,12.61,50.61,1.833,3.44,105,0,809.081,-1.9,null,,
11/01/2020 06:00,10.85,56.84,2.195,3.68,84,0,809.269,-1.2,null,,
11/01/2020 07:00,9.89,58.32,2.774,4.28,2.5,0,809.869,-1.5,null,,
11/01/2020 08:00,8.71,61.64,3.606,5.15,359.8,0,810.311,17.4,null,,
11/01/2020 09:00,10.14,57.72,2.416,3.77,0.2,0,810.904,204.9,null,,
11/01/2020 10:00,14.66,45.19,1.491,3.13,19.3,0,811.407,441.8,null,,
11/01/2020 11:00,18.19,37.54,1.778,3.46,193.3,0,811.218,636.3,null,,
11/01/2020 12:00,20.61,28.28,2.044,4.54,189.6,0,810.665,772.9,null,,
11/01/2020 13:00,22.42,20.23,3.353,7,148.7,0,809.676,816.6,null,,
11/01/2020 14:00,23.47,16.06,3.299,6.96,128.7,0,808.398,716.5,null,,
11/01/2020 15:00,24.26,14.6,4.136,9.07,130.2,0,807.406,723.3,null,,
11/01/2020 16:00,24.49,14.1,4.372,8.41,153.7,0,807.026,606.2,null,,
11/01/2020 17:00,24.46,13.11,2.787,6.4,120.1,0,806.849,356.8,null,,
11/01/2020 18:00,23.58,15.28,3.094,6.01,75.3,0,806.907,135.4,null,,
11/01/2020 19:00,21.04,25.23,3.97,7.56,69.8,0,807.226,3.5,null,,
11/01/2020 20:00,18.51,37.81,4.94,8.63,58.1,0,807.736,-1,null,,
11/01/2020 21:00,16.74,46.55,2.856,7.01,4,0,808.626,-1.2,null,,
11/01/2020 22:00,15.56,50.98,1.885,4.99,8.8,0,809.496,-1.5,null,,
11/01/2020 23:00,14.1,57.16,1.643,3.32,4.1,0,810.106,-0.7,null,,
12/01/2020 00:00,12.29,64.27,2.568,6.13,20.9,0,810.206,-0.8,null,,
12/01/2020 01:00,11.44,66.71,2.162,5.73,50.4,0,810.039,-1.2,null,,
12/01/2020 02:00,10.88,67.33,2.695,5.99,38.8,0,809.768,-1.4,null,,
12/01/2020 03:00,10.16,69.17,2.974,7.86,53.1,0,809.503,-1.4,null,,
12/01/2020 04:00,9.58,72.13,2.151,5.72,43,0,809.647,-1.5,null,,
12/01/2020 05:00,8.07,79.21,2.802,3.8,352.6,0,809.668,-1,null,,
12/01/2020 06:00,8.01,79.8,2.701,4.35,357.4,0,809.905,-1.2,null,,
12/01/2020 07:00,7.48,81.21,2.747,5,1.4,0,810.199,-1.4,null,,
12/01/2020 08:00,7.44,80.75,2.529,3.83,0.5,0,810.599,25.2,null,,
12/01/2020 09:00,8.77,75.04,2.04,3.62,342.7,0,811.275,182.4,null,,
12/01/2020 10:00,11.86,65.01,1.07,2.48,11.6,0,811.834,388.2,null,,
12/01/2020 11:00,15.06,55.68,1.418,3.14,305.7,0,812.054,550.1,null,,
12/01/2020 12:00,18.26,43.49,1.351,3.09,234.9,0,811.55,572.8,null,,
12/01/2020 13:00,19.88,37.93,2.181,4.71,162.8,0,810.58,612.2,null,,
12/01/2020 14:00,21.41,32.66,2.305,4.66,189.3,0,809.569,614.4,null,,
12/01/2020 15:00,22.95,29.22,1.868,3.71,240.1,0,808.75,613.8,null,,
12/01/2020 16:00,23.99,26.28,2.048,5.21,229.4,0,808.134,462.4,null,,
12/01/2020 17:00,24.13,25.76,1.817,3.66,225.2,0,807.93,320.4,null,,
12/01/2020 18:00,23.84,26.9,1.611,3.13,185.9,0,808.075,155.2,null,,
12/01/2020 19:00,21.91,29.55,1.608,4.02,123.3,0,808.635,5.3,null,,
12/01/2020 20:00,19.66,33.81,3.938,7.43,61,0,809.1,-1.3,null,,
12/01/2020 21:00,17.96,39.33,3.411,5.99,12.4,0,809.952,-1.1,null,,
12/01/2020 22:00,16.4,43.94,2.767,5.87,45.5,0,810.508,-1.6,null,,
12/01/2020 23:00,15.49,48.4,2.373,3.41,31.4,0,810.735,-1.5,null,,
13/01/2020 00:00,15.13,49.53,2.02,3.41,39.6,0,810.739,-1.8,null,,
13/01/2020 01:00,12.93,55.05,3.309,4.56,351.3,0,810.607,-0.9,null,,
13/01/2020 02:00,11.92,58.53,3.118,4.14,4.4,0,810.571,-1.3,null,,
13/01/2020 03:00,11.65,58.74,3.315,4.5,11.6,0,810.333,-1.1,null,,
13/01/2020 04:00,10.6,60.58,3.868,4.89,9,0,810.045,-1.4,null,,
13/01/2020 05:00,9.92,61.6,4.056,5.4,17,0,809.994,-1.2,null,,
13/01/2020 06:00,9.32,62.68,2.976,4.14,10.8,0,810.231,-1.3,null,,
13/01/2020 07:00,9.44,61.6,3.008,4.3,15.5,0,810.712,-1.8,null,,
13/01/2020 08:00,9.29,61.65,2.269,2.99,0.5,0,811.453,25.7,null,,
13/01/2020 09:00,11.46,54.45,1.256,2.31,357.1,0,812.137,177.3,null,,
13/01/2020 10:00,15.1,45.49,1.234,2.55,169.7,0,812.554,415.7,null,,
13/01/2020 11:00,17.57,39.72,1.519,3.21,190.2,0,812.587,614.4,null,,
13/01/2020 12:00,20.02,33.9,1.862,3.87,189.4,0,812.079,749.2,null,,
13/01/2020 13:00,22.27,30.4,1.755,3.46,193.7,0,811.249,813.2,null,,
13/01/2020 14:00,23.79,26.56,1.914,4.74,203.1,0,810.199,800.4,null,,
13/01/2020 15:00,25,22.49,2.332,7.19,196.2,0,809.253,721.4,null,,
13/01/2020 16:00,25.48,18.68,2.106,4.89,3,0,808.798,578.6,null,,
13/01/2020 17:00,25.92,19.76,1.62,4.19,263.4,0,808.681,351.5,null,,
13/01/2020 18:00,25.18,21.28,1.578,5.64,173.1,0,808.885,139.4,null,,
13/01/2020 19:00,22.01,36.28,3.883,6.92,48.7,0,809.339,8.8,null,,
13/01/2020 20:00,19.5,44.03,3.493,6.69,357.6,0,810.077,-0.8,null,,
13/01/2020 21:00,17.76,50.18,4.249,7.61,11.8,0,810.45,-1.3,null,,
13/01/2020 22:00,16.8,52.15,2.521,6.39,34.8,0,810.955,-1.7,null,,
13/01/2020 23:00,16.1,55.44,2.729,3.89,71,0,811.211,-1.9,null,,
14/01/2020 00:00,15.52,58.69,2.363,3.78,43.3,0,811.219,-1.5,null,,
14/01/2020 01:00,13.3,67.63,2.171,4.28,337.9,0,811.139,-0.8,null,,
14/01/2020 02:00,12.87,71.85,2.494,4.06,24.2,0,811.111,-2.1,null,,
14/01/2020 03:00,12.08,74.33,3.947,5.93,11,0,810.686,-1.1,null,,
14/01/2020 04:00,10.97,76.57,3.651,5.17,359.5,0,810.405,-1.4,null,,
14/01/2020 05:00,10.22,77.87,2.552,4.62,4.1,0,810.251,-1.3,null,,
14/01/2020 06:00,9.69,79.26,1.934,3.33,10.6,0,810.458,-1.1,null,,
14/01/2020 07:00,8.97,82.87,1.983,3.08,353.7,0,810.828,-1.7,null,,
14/01/2020 08:00,10.4,78.35,1.995,3.2,29.5,0,811.423,30.7,null,,
14/01/2020 09:00,11.32,76.43,1.795,3.56,351.7,0,812.015,172.8,null,,
14/01/2020 10:00,13.98,67.43,1.84,3.7,7.5,0,812.489,409.4,null,,
14/01/2020 11:00,17.09,55.98,1.822,3.95,29,0,812.422,615.5,null,,
14/01/2020 12:00,19.34,46.45,1.618,3.63,45.4,0,812.034,730.8,null,,
14/01/2020 13:00,21.11,41.75,1.506,3.35,200,0,810.932,781.4,null,,
14/01/2020 14:00,23.43,29.79,1.695,5.19,283.5,0,809.718,771.9,null,,
14/01/2020 15:00,24.43,25.32,1.673,4.29,271.1,0,808.786,729.6,null,,
14/01/2020 16:00,25.12,25.19,2,5.03,171.7,0,808.185,578,null,,
14/01/2020 17:00,25.16,24.83,2.238,5.82,182.9,0,807.98,372.5,null,,
14/01/2020 18:00,24.44,26.68,1.736,3.82,151.4,0,808.106,143.9,null,,
14/01/2020 19:00,22.8,32.64,1.912,7.21,201.3,0,808.481,8,null,,
14/01/2020 20:00,19.21,49.98,4.086,6.92,6.9,0,809.076,-0.3,null,,
14/01/2020 21:00,17.38,57.56,3.916,6.24,7.2,0,809.712,-1.3,null,,
14/01/2020 22:00,16.41,61.21,2.673,5.08,25.2,0,810.182,-1.3,null,,
14/01/2020 23:00,15.73,64.05,2.401,4.11,14.5,0,810.442,-1.4,null,,
15/01/2020 00:00,14.83,68.13,2.679,4.5,10.4,0,810.568,-1.4,null,,
15/01/2020 01:00,14.08,72.93,3.352,5.74,14.5,0,810.481,-1.3,null,,
15/01/2020 02:00,13.07,75.54,3.354,6.07,7.5,0,810.218,-0.9,null,,
15/01/2020 03:00,12.41,77.11,2.337,4.02,6.4,0,809.891,-1.4,null,,
15/01/2020 04:00,12.23,77.79,2.244,4.06,31.2,0,809.524,-1.5,null,,
15/01/2020 05:00,11.81,79.72,1.223,3.23,50.3,0,809.394,-1.3,null,,
15/01/2020 06:00,11.14,82.32,1.567,2.63,32.7,0,809.513,-1.6,null,,
15/01/2020 07:00,10.73,90.2,2.166,4.47,38.9,0,809.964,-1.3,null,,
15/01/2020 08:00,10.61,92.74,1.813,3.31,64.5,0,810.446,14.4,null,,
15/01/2020 09:00,11.94,85.33,1.504,4.55,76,0,811.048,149.6,null,,
15/01/2020 10:00,14.24,73.16,2.092,4.51,81.6,0,811.52,412,null,,
15/01/2020 11:00,16.28,62.08,1.594,3.22,98.2,0,811.652,616.8,null,,
15/01/2020 12:00,18.77,53.77,1.451,3.53,224.7,0,811.177,750.6,null,,
15/01/2020 13:00,20.93,45.5,1.931,4.61,241.6,0,810.218,754.3,null,,
15/01/2020 14:00,22.85,39.49,1.767,4.05,224.9,0,808.964,734.4,null,,
15/01/2020 15:00,24.66,31.39,1.959,4.91,245.3,0,807.872,740,null,,
15/01/2020 16:00,24.96,26.47,2.253,5.29,16.5,0,807.198,578.6,null,,
15/01/2020 17:00,25.02,27.2,2.532,8.5,35.6,0,807.026,382.4,null,,
15/01/2020 18:00,24.45,27.4,1.775,8.3,272.7,0,807.343,87.7,null,,
15/01/2020 19:00,22.05,36.9,4.058,7.98,355.4,0,807.729,4.4,null,,
15/01/2020 20:00,19.08,46.94,5.053,9.47,4.9,0,808.469,-0.1,null,,
15/01/2020 21:00,17.03,58.54,4.175,7.69,19.7,0,809.404,-0.5,null,,
15/01/2020 22:00,16.25,66.61,2.062,5.02,94.5,0,810.322,-1.2,null,,
15/01/2020 23:00,15.48,70.27,2.399,7.98,109.4,0,810.707,-1.6,null,,
16/01/2020 00:00,14.89,71.96,2.544,6.95,68.4,0,810.891,-1.4,null,,
